mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.043785619735717776,0.0062270214247440855,0.19099607467651367,0.022971954919273455,6,1,"{'n_neighbors': 6, 'p': 1}",-368.1356239443003,-359.15012565401884,-362.8623367527706,-371.8441272195443,-379.7599802249413,-368.35043875911504,7.172094056653963,2,-307.48680117826393,-308.32916718164216,-307.4592551394553,-307.5102222634203,-306.71614551147366,-307.50031825485104,0.510663179618428
0.03751726150512695,0.007635394698403831,0.21875300407409667,6.459526267830543e-05,6,2,"{'n_neighbors': 6, 'p': 2}",-402.55794504181597,-402.09143904750135,-401.3970461006056,-413.1479009599143,-413.5863098916492,-406.5561282082973,5.5751227545062125,41,-341.0030486548841,-340.82469204465866,-339.9794885263461,-339.8640413216331,-339.9089729328884,-340.3160486960821,0.49274356227836097
0.046887683868408206,3.225880027756857e-05,0.18791460990905762,0.009962311537906375,7,1,"{'n_neighbors': 7, 'p': 1}",-370.0434345039461,-359.7587442837721,-364.0719670886523,-372.8106361565761,-381.0502674929817,-369.5470099051857,7.334969209757135,6,-316.23825414481695,-316.75809982873386,-315.4719662058372,-315.23507601038193,-315.05504793686106,-315.7516888253262,0.6449885254500404
0.04064431190490723,0.0076269541959254885,0.23746705055236816,0.018266020091757054,7,2,"{'n_neighbors': 7, 'p': 2}",-402.96209191871037,-402.65785617176056,-403.07230255839823,-415.02388897717043,-413.7965993961545,-407.5025478044388,5.655077507547712,42,-351.45897116725814,-349.4813328742695,-348.871175203489,-347.5424898917668,-349.1800236594452,-349.30679855924575,1.2634028509736064
0.04064621925354004,0.007632501140450864,0.20310568809509277,0.009817944214752218,8,1,"{'n_neighbors': 8, 'p': 1}",-370.46958039797306,-359.1743758497096,-362.15929736744533,-372.1867043628723,-380.90952910641454,-368.979897416883,7.713465066486814,3,-322.60648791867504,-323.2855139970337,-321.75701782845135,-321.8113490297862,-322.1815945186009,-322.3283926585094,0.5672338555997708
0.04377145767211914,0.006259853376431113,0.250016975402832,4.127586834550681e-05,8,2,"{'n_neighbors': 8, 'p': 2}",-407.40810777406995,-404.33501730317636,-401.50040168088,-413.43639537758,-416.45165925101963,-408.6263162773452,5.5686765265262546,47,-358.54523544679273,-357.33636138919786,-356.65269666913855,-355.23343452601654,-357.04235415894203,-356.96201643801754,1.071153104606529
0.04374680519104004,0.006250190860369719,0.21257281303405762,0.007708900767349141,9,1,"{'n_neighbors': 9, 'p': 1}",-369.3593018305662,-360.8636756890372,-361.8071794449251,-372.761957730812,-382.5643032724975,-369.4712835935676,7.938484071219051,5,-328.2882077479779,-328.5393166618602,-327.6873309163817,-327.4349448632912,-328.02391546162403,-327.994743130227,0.3978465048311572
0.040616512298583984,0.00765483285022676,0.26250514984130857,0.01168940765258501,9,2,"{'n_neighbors': 9, 'p': 2}",-409.2814787349456,-407.4484131888655,-402.9535011466788,-413.8914980980239,-418.07609277798383,-410.3301967892996,5.224976489136686,50,-363.95022933575024,-363.4638246886115,-363.63556901358163,-360.9751129512902,-365.0582643266181,-363.41660006317034,1.340959256532772
0.037552595138549805,0.007657031700229941,0.22814159393310546,0.007667994043117086,10,1,"{'n_neighbors': 10, 'p': 1}",-371.02614015572857,-363.12895810159443,-360.974156470152,-373.7225435669262,-382.1169694722532,-370.1937535533309,7.618669298718503,7,-333.20480472129526,-333.87443455691505,-332.03970152020764,-332.35991224817695,-332.5847546656779,-332.81272154245454,0.6535332972222173
0.037535476684570315,0.007659146420650461,0.2937593460083008,0.02499392853140305,10,2,"{'n_neighbors': 10, 'p': 2}",-410.1683846248919,-408.95537016438016,-404.98914843653444,-414.7717711036955,-421.2164998146088,-412.02023482882214,5.556998506490802,54,-368.93553639846743,-369.32684773204795,-369.14958286985546,-366.7186658015079,-371.19766716104317,-369.06565999258436,1.4245020557112549
0.03754162788391113,0.007619987437156231,0.24703121185302734,0.011564244252506373,11,1,"{'n_neighbors': 11, 'p': 1}",-372.16161616161617,-364.73982314805454,-361.97979797979804,-374.78735070392474,-384.50925270502574,-371.63556813968387,7.95898750484854,8,-337.81738688329347,-338.32872945247806,-336.47025314322315,-336.0860383591195,-337.00291569757644,-337.1410647071381,0.830676005602817
0.04060430526733398,0.007593917145747956,0.30941262245178225,0.026914899340244276,11,2,"{'n_neighbors': 11, 'p': 2}",-411.97676430601905,-410.4893315805441,-405.45518589678767,-415.8638105189829,-423.14879608094293,-413.3867776766554,5.911449480040015,58,-374.36744811856045,-374.88844507365087,-374.04041527623286,-372.563667823957,-375.65154885900154,-374.30230503028054,1.0256420681916398
0.04067411422729492,0.007632249671338421,0.24375004768371583,0.007653235559374328,12,1,"{'n_neighbors': 12, 'p': 1}",-372.84283978082647,-365.6229555473159,-362.2848123429325,-375.9222593004573,-384.89529518394926,-372.31363243109627,7.961694234919111,10,-342.11030259959625,-341.983286470564,-340.7423165657315,-339.9564742718247,-341.10414349276977,-341.17930468009723,0.8006329832185339
0.03748822212219238,0.007617839990977066,0.3063155174255371,0.012613121204839517,12,2,"{'n_neighbors': 12, 'p': 2}",-413.4070263255469,-411.3617702797346,-406.73617805792446,-417.5785543608124,-423.91980801713845,-414.6006674082314,5.8220205904012525,60,-378.75003347340663,-378.9797511638446,-378.43896768013843,-377.3401104107445,-378.56791754212503,-378.4153560540518,0.5675449805900705
0.040640068054199216,0.007668961948812024,0.2531107425689697,0.006257877808054225,13,1,"{'n_neighbors': 13, 'p': 1}",-373.9128661475714,-368.89947044674517,-364.09183042887156,-375.96384396718094,-387.35801412775834,-374.0452050236255,7.829148425928836,11,-345.39321230617116,-344.7866171339475,-344.26812792941826,-343.50011171006724,-344.2694423053155,-344.443502276984,0.6278082098661404
0.037494468688964847,0.007654117586083599,0.32840890884399415,0.017155125334393277,13,2,"{'n_neighbors': 13, 'p': 2}",-416.17707234058736,-416.1031345369499,-408.461757128053,-418.75303993991423,-427.06423091183933,-417.31184697146875,5.970909799041976,61,-383.326324120818,-382.9811685348393,-383.2356488215776,-381.18446659631314,-382.9364132036546,-382.73280425544056,0.788112861719372
0.04374885559082031,0.006245614556178274,0.274998140335083,0.015937683133733838,14,1,"{'n_neighbors': 14, 'p': 1}",-375.8181842258594,-370.8266062821124,-365.5897646414887,-375.9677242791815,-387.63980260253896,-375.1684164062362,7.310245546310264,12,-348.8127262213747,-348.1932195384643,-348.7081788406872,-347.21484630188746,-346.83681603898515,-347.95315738827975,0.7947159337536334
0.03457202911376953,0.006162908049790472,0.3375409603118896,0.01254062082822149,14,2,"{'n_neighbors': 14, 'p': 2}",-417.6863093031057,-416.8094708406165,-409.81935836997013,-419.45450853682223,-427.56335964122394,-418.26660133834764,5.686065781446322,62,-387.04365520772643,-386.70349550647103,-387.8650043257941,-385.25646441372254,-386.44368080936493,-386.6624600526158,0.8506226516583104
0.04372258186340332,0.006238882409485995,0.2844546794891357,0.015413629816444388,15,1,"{'n_neighbors': 15, 'p': 1}",-377.1979236188357,-371.8285172825773,-366.58638816792325,-377.7077493511309,-389.70255015861244,-376.6046257158159,7.698062148330374,13,-351.93440036254276,-351.774321262308,-351.5994500061797,-350.249798129609,-349.5684526016562,-351.02528447245913,0.9424385435662641
0.04067153930664062,0.00763933325274212,0.34374222755432127,0.009880536940616061,15,2,"{'n_neighbors': 15, 'p': 2}",-419.1191859267498,-417.8010464301899,-411.09987228607923,-421.9989453302023,-429.47651299798133,-419.89911259424053,5.976164208733874,63,-390.9614283360112,-389.99558769002596,-391.76166934453926,-389.0295554731594,-389.75969801837437,-390.30158777242207,0.956302723297342
0.040632009506225586,0.007596114341184561,0.2875202655792236,0.007634595176686324,16,1,"{'n_neighbors': 16, 'p': 1}",-378.59470399209,-373.37175565443084,-367.4763008280806,-380.00099647756764,-390.9958827709801,-378.0879279446299,7.815124594075501,14,-354.72754835619827,-355.02552411630205,-354.37185607465085,-352.6757160734149,-352.62285834569275,-353.88470059325175,1.0298621803169548
0.04377627372741699,0.006220703445231677,0.3500205516815186,0.012593126193810577,16,2,"{'n_neighbors': 16, 'p': 2}",-419.90750525274996,-419.2158880237301,-412.5677527499691,-424.67438357434185,-430.59025460388085,-421.3911568409344,6.0031400724936415,64,-394.0497466320603,-393.79264383265354,-395.3534695186009,-392.4837493047831,-393.04622613088617,-393.7451670837968,0.9758435052370511
0.037520647048950195,0.0076447804966501545,0.31249709129333497,0.03129438702553097,17,1,"{'n_neighbors': 17, 'p': 1}",-380.5817356976161,-375.21818723781695,-368.2392491293885,-382.0099166103223,-392.6445942114332,-379.73873657731536,8.063543209125147,15,-356.911435727424,-357.51411335761594,-357.57644659643614,-355.60739601736134,-355.16982558689034,-356.55584345714556,0.9906518980407956
0.040619182586669925,0.007651669321620416,0.35944037437438964,0.01395083727446355,17,2,"{'n_neighbors': 17, 'p': 2}",-421.96054439573385,-421.9170101856093,-413.2211680371073,-426.2726486219256,-431.9310781042117,-423.06048986891756,6.137344367635219,66,-397.0715337302886,-396.2001933884418,-397.77584571092063,-396.2343308105593,-396.1380291827521,-396.6839865645925,0.6444633113328699
0.04065275192260742,0.007616778149446065,0.31571030616760254,0.018116316859176675,18,1,"{'n_neighbors': 18, 'p': 1}",-381.7239388071795,-376.47596094425904,-369.06688501627326,-384.6714799708867,-393.9685109655447,-381.1813551408287,8.305273546293385,16,-359.70628201430947,-359.9616686579052,-359.94861402930553,-358.5034280201596,-357.48999745945423,-359.1219980362268,0.9773211618839303
0.03749494552612305,0.007651093491053898,0.3753011703491211,0.013988851289002957,18,2,"{'n_neighbors': 18, 'p': 2}",-423.5124212087505,-424.06663096169956,-413.163041239237,-429.648917178209,-432.7323294744503,-424.6246680124692,6.691705920807015,67,-399.8589155989509,-398.2563856960409,-401.3001843612244,-398.559671926283,-398.54125468627694,-399.3032824537553,1.142451852498151
0.03751358985900879,0.007637412269940824,0.31880908012390136,0.007610171641052052,19,1,"{'n_neighbors': 19, 'p': 1}",-383.90143694423307,-377.7005379596563,-370.4077044669516,-385.8018981454378,-394.96741668780777,-382.5557988408173,8.21639720706143,18,-362.7074332103898,-362.62278425020656,-362.0294576820248,-360.6223484183206,-359.75878656596996,-361.54816202538234,1.1652779484179439
0.04066524505615234,0.007648919995609199,0.38153514862060545,0.007478794152743009,19,2,"{'n_neighbors': 19, 'p': 2}",-425.9279186100215,-425.62395514184055,-413.9877186477503,-433.04941813190743,-434.54879690884604,-426.6275614880732,7.283523408740217,68,-402.6526159670589,-401.315104827326,-403.9073531994614,-401.2280783066305,-401.1528647815311,-402.05120341640156,1.0801275346288355
0.037536907196044925,0.007631913141033838,0.3283264636993408,0.0142384498585853,20,1,"{'n_neighbors': 20, 'p': 1}",-385.38320355951055,-377.43565690273147,-371.97350760103825,-385.6332220986281,-395.6903658385861,-383.2231912000989,8.074097845745909,19,-364.8522061549871,-364.94536522061554,-364.3296069707082,-362.63257168458784,-361.9061441725374,-363.7331788406872,1.2350494933233842
0.043784284591674806,0.006223708361160774,0.4157595634460449,0.02910476167987512,20,2,"{'n_neighbors': 20, 'p': 2}",-427.5535656902731,-428.17972438511924,-415.22727722160425,-434.83953775800273,-437.5873563218391,-428.6774922753677,7.743071105064137,69,-405.4497759856631,-403.85867012730193,-406.706738969225,-404.01602552218515,-403.33976331726615,-404.6741947843283,1.2338344011701912
0.03747057914733887,0.007643675271636118,0.33752193450927737,0.007671953271540985,21,1,"{'n_neighbors': 21, 'p': 1}",-386.9747809147142,-378.02617841105047,-372.72474413075076,-387.3067900253662,-398.3462812884393,-384.6757549540642,8.787885798909311,20,-366.7828951627617,-366.700710960444,-366.5858905544668,-364.68580315576975,-363.85253309085346,-365.7215665848591,1.216411942205809
0.043763017654418944,0.006271019071156915,0.4062184810638428,0.013949893497950368,21,2,"{'n_neighbors': 21, 'p': 2}",-428.2241408737515,-429.095614763023,-415.79975398885296,-437.05303364702695,-440.27220721436515,-430.0889500974039,8.495204990487853,70,-407.8597368622396,-407.0293712590709,-409.2640426458557,-406.74343185550083,-406.0775023394601,-407.39481699242543,1.095748703338513
0.043733739852905275,0.011653845868671029,0.39384145736694337,0.08543881247521658,22,1,"{'n_neighbors': 22, 'p': 1}",-387.8014179615959,-379.74858709452707,-373.4378546308468,-389.53892652891534,-399.316895315783,-385.96873630633365,8.831665539395,21,-368.3933284457477,-368.5794050066853,-368.6054524668262,-366.8320819428995,-365.9292887158571,-367.6679113156032,1.091554254853895
0.04061059951782227,0.007660249851292535,0.4093739986419678,0.00624764304862556,22,2,"{'n_neighbors': 22, 'p': 2}",-428.6707508904394,-430.4926742396153,-417.5389433826586,-439.44958483612544,-440.6790654037595,-431.36620375051973,8.382029481640725,71,-410.2575420500893,-409.39713739171475,-411.9617082954124,-409.47803816811046,-408.3067549802811,-409.8802361771216,1.2120954296360191
0.04683361053466797,4.3235906116438855e-05,0.3531478404998779,0.015941098262968974,23,1,"{'n_neighbors': 23, 'p': 1}",-388.9716055950519,-380.7783473854471,-374.8511604412847,-390.7110691965845,-400.5529815737293,-387.17303283841954,8.803364525064783,22,-370.5230744842633,-370.42047927649077,-370.688181446911,-369.1492761683674,-367.66087520755747,-369.68837731671795,1.1518416376017697
0.05000004768371582,0.0062071559219429315,0.42185139656066895,0.009889648049074747,23,2,"{'n_neighbors': 23, 'p': 2}",-430.79230277334455,-432.29344467551175,-418.1233899179442,-440.8821449490308,-442.7365457056418,-432.9655656042946,8.759101296847914,72,-412.3432437007302,-411.7982755933861,-414.09454278237223,-411.9577845485859,-410.8995421644017,-412.21867775789525,1.0506482022808328
0.04061594009399414,0.0076637172096637625,0.36250014305114747,0.018220719251746613,24,1,"{'n_neighbors': 24, 'p': 1}",-389.73396366332963,-380.9146273637375,-376.26059304577103,-392.93842438099944,-401.3889815844766,-388.2473180076628,8.881101770266747,23,-372.36333065546074,-372.2214252976558,-372.5281755963416,-371.1027028488444,-369.3201370864747,-371.50715429695543,1.2026912127327827
0.040608549118041994,0.007665755571301712,0.4218170642852783,0.009912855605366627,24,2,"{'n_neighbors': 24, 'p': 2}",-431.58846763894036,-433.4345517653359,-419.13144749309936,-441.9506756478392,-445.8199027726281,-434.3850090635686,9.26705194332436,73,-414.51313444980013,-413.9242664174185,-416.5642831026243,-414.52666800560297,-413.3116979256788,-414.568009980225,1.093851234398154
0.04062561988830567,0.007655844558021979,0.3624880313873291,0.006255257703066643,25,1,"{'n_neighbors': 25, 'p': 1}",-391.216442961315,-382.84760351007293,-377.7348461253244,-393.85381287850703,-403.1854356692621,-389.7676282288962,8.848820405991875,24,-373.6587306884192,-373.566646891608,-374.2326869361019,-372.71742924236804,-371.1222234581634,-373.05954344333213,1.082838470686369
0.040615177154541014,0.007651131405227927,0.44373016357421874,0.012508055403603441,25,2,"{'n_neighbors': 25, 'p': 2}",-433.1375157582499,-434.730737856878,-420.9984624891855,-443.6053293783216,-447.8313187492275,-436.06067284637254,9.302190090916795,74,-416.71134717587444,-415.8136151279199,-418.532316153751,-416.5206735879372,-415.30316524533436,-416.5762234581633,1.0999901380930412
0.04059686660766602,0.007641400865800596,0.37886509895324705,0.022440555399057857,26,1,"{'n_neighbors': 26, 'p': 1}",-393.1323122557828,-384.80681288801424,-377.49935350769607,-394.53954536379456,-403.3470903092705,-390.66502286491163,8.827091819539072,25,-375.4833100405958,-375.264005352576,-376.1675520283696,-374.40566441345084,-372.89448984151426,-374.8430043353013,1.125134194994884
0.04062528610229492,0.007663756062110953,0.44373378753662107,0.007629600697354427,26,2,"{'n_neighbors': 26, 'p': 2}",-434.3358907808296,-435.69738931196105,-422.0509540515102,-445.5406767253263,-448.66484127663216,-437.2579504292518,9.390923661942074,75,-419.0507413270205,-417.7400756300923,-420.28129664489506,-418.62325066788355,-417.0525750358899,-418.5495878611562,1.1092117713380911
0.03748335838317871,0.007670948209125805,0.3968960762023926,0.02339068233262678,27,1,"{'n_neighbors': 27, 'p': 1}",-394.32122568743506,-386.01981625674614,-379.22278068452835,-396.63959039994137,-404.5862938701896,-392.1579413797681,8.766115271881075,26,-377.1700391839126,-376.6766606242876,-377.9261891356194,-376.1742951702166,-374.6251459097214,-376.5144660047515,1.1076364118447766
0.04060196876525879,0.00764428006982973,0.453126049041748,0.009882193444235708,27,2,"{'n_neighbors': 27, 'p': 2}",-435.6396544857798,-436.3273870830415,-423.8162613237388,-447.1533116356994,-449.573073877239,-438.5019376810998,9.23045777242567,76,-421.405817849737,-419.8189643728514,-421.9757183335851,-420.5647530177564,-419.1108673560472,-420.57522418599535,1.0361128478537045
0.04686517715454101,0.009854393072219149,0.3937657833099365,0.0229570574271921,28,1,"{'n_neighbors': 28, 'p': 1}",-395.07401080565705,-386.09698606917743,-380.23660328054103,-397.8441831311686,-405.32277045041224,-392.9149107473913,8.83332325737842,27,-378.76621289969455,-378.13939761110237,-379.5865423662977,-377.7804449829616,-375.9204285626004,-378.03860528453134,1.2238464373019198
0.04374394416809082,0.006256748865441532,0.4968376636505127,0.03879501054510476,28,2,"{'n_neighbors': 28, 'p': 2}",-437.3740002118757,-437.3637286579445,-425.2503619541995,-448.04208379681126,-450.9353028938679,-439.79309550293976,9.115256856275082,77,-423.4139387679432,-421.7193574871551,-424.2599747073468,-422.12485654254283,-421.2938130109293,-422.5623881031835,1.1061967333248768
0.043737363815307614,0.006257278358964769,0.3906251907348633,0.017119508075536454,29,1,"{'n_neighbors': 29, 'p': 1}",-396.54797369576244,-387.71249451284746,-382.35201309245264,-399.2278478854751,-405.939600833621,-394.3559860040317,8.377963065187181,28,-380.588230217483,-379.46230592527246,-381.21772701895253,-379.33253956077203,-377.22705837478003,-379.56557221945195,1.3644823202736558
0.03436665534973145,0.006254908390855064,0.4687479019165039,0.009881882423919517,29,2,"{'n_neighbors': 29, 'p': 2}",-438.89105391686803,-438.385715929577,-425.78748204688907,-449.6328274498272,-452.3864063518853,-441.0166971390093,9.453860615353236,78,-425.5159990453419,-423.55889579311196,-426.82756915943213,-424.4409997911686,-422.6768557230469,-424.6040639024203,1.4566193037710211
0.046886634826660153,4.253387451171875e-05,0.40623888969421384,0.02209546916173782,30,1,"{'n_neighbors': 30, 'p': 1}",-397.8043134346805,-389.0800189510979,-383.1120092283607,-400.11825073126516,-407.0285420014007,-395.428626869361,8.416630944834601,29,-382.03364540847855,-381.59975384171713,-382.99029374201797,-380.9365519301282,-378.8762349112182,-381.287295966712,1.377759458548044
0.046877574920654294,1.1788008653304291e-05,0.49999265670776366,0.026145084593011025,30,2,"{'n_neighbors': 30, 'p': 2}",-440.35359040909646,-439.0986404647138,-426.3802208214889,-450.88917727516167,-454.1290404976723,-442.17013389362666,9.80910211583188,79,-426.8551662340872,-425.9129681127178,-428.66856486631235,-425.94285934989495,-424.4360318048861,-426.3631180735797,1.3892523295258195
0.04375,0.006247379414645512,0.4218592643737793,0.02212650406729802,31,1,"{'n_neighbors': 31, 'p': 1}",-400.20026632538736,-389.99496054955523,-383.29422177568864,-401.43708062722015,-407.7112442738049,-396.52755471033123,8.723107870668832,30,-383.3870868069261,-383.43760889239735,-384.6921021365835,-381.94546110572884,-379.93129163825995,-382.6787101159792,1.6258803597131788
0.04061260223388672,0.007659044914519743,0.4905387878417969,0.021081919675389207,31,2,"{'n_neighbors': 31, 'p': 2}",-441.0162346852935,-440.010776609614,-427.52677407394117,-452.6620298938287,-455.2106801264647,-443.2852990778285,9.943239460672286,80,-428.5708622882454,-427.7745942325403,-430.3508767208487,-427.88259156928643,-426.2838548207686,-428.1725559263379,1.3201040978652605
0.04059958457946777,0.007636234648938095,0.42188267707824706,0.017141918017981546,32,1,"{'n_neighbors': 32, 'p': 1}",-400.7619345569151,-391.5591513718947,-383.960032752441,-402.8952269496972,-408.33607171548636,-397.50248346928686,8.669411811241076,31,-384.5715880299098,-385.0629963076258,-385.8472849848597,-383.28792021999755,-381.34476675472746,-384.022911259424,1.5763142080243515
0.04065451622009277,0.007643220351024406,0.49378156661987305,0.018726828936492374,32,2,"{'n_neighbors': 32, 'p': 2}",-442.97557085032753,-441.72433104684217,-428.4098303670745,-453.64372064639724,-456.59560777406995,-444.66981213694226,9.986880945124371,81,-430.14715327987886,-429.32149436874306,-431.89812272123345,-430.1860400444939,-427.98893736095664,-429.90834955506114,1.2745099968468723
0.043744659423828124,0.006251018318641312,0.4093818664550781,0.006250621751675217,33,1,"{'n_neighbors': 33, 'p': 1}",-400.8965479788617,-392.5937573735127,-384.5722782141025,-404.2471133283147,-409.85301288749565,-398.43254195645744,8.90512255521762,32,-385.98447863881677,-386.27196042741093,-387.11142852327504,-384.31240566585393,-382.65340838866985,-385.2667363288053,1.5917756588965355
0.04379267692565918,0.0062775358651588915,0.506250524520874,0.015973634326415135,33,2,"{'n_neighbors': 33, 'p': 2}",-443.5964240102171,-443.38510428721776,-428.80009962434883,-454.4911667659165,-458.3308015265746,-445.7207192428549,10.317073428909328,82,-431.98685876188654,-431.05203593218056,-433.565732407501,-431.7562724014337,-429.4603393969356,-431.56424777998745,1.3349311347590957
0.03749680519104004,0.007661644937715621,0.41878323554992675,0.011701596876609734,34,1,"{'n_neighbors': 34, 'p': 1}",-401.70361767250466,-393.560739238224,-385.57610853017513,-405.4176826830102,-410.59030004289434,-399.36968963336165,8.853635663684859,33,-387.4524317142504,-387.60884188677323,-388.48417904425395,-385.83191927123096,-383.8197870546068,-386.6394317942231,1.6496236023065214
0.037494468688964847,0.007640003194918866,0.5187184810638428,0.022934055488285792,34,2,"{'n_neighbors': 34, 'p': 2}",-444.41372403614764,-444.930329269268,-431.0921030629531,-455.3756061564411,-459.7506016125397,-447.1124728274699,9.96693447896067,83,-433.68687884868444,-432.9991393850829,-435.0887760183791,-433.47387438475573,-431.0610400444939,-433.2619417362792,1.3019864687425013
0.04376463890075684,0.006213128305528824,0.4376092433929443,0.00982182319585496,35,1,"{'n_neighbors': 35, 'p': 1}",-402.4319261260307,-394.1140985574801,-386.4250472306089,-406.21131062732843,-411.7433833006692,-400.1851531684234,8.957158765383594,34,-388.5576275226442,-388.9416679908893,-390.03504246340725,-386.9423045005915,-384.99549852569874,-387.89442820064625,1.756650605066356
0.0437471866607666,0.006250387395629542,0.5250456809997559,0.01595243144711226,35,2,"{'n_neighbors': 35, 'p': 2}",-445.5434574571393,-446.44404188074935,-433.30844147818567,-456.7164680332645,-461.17705740063917,-448.6378932499956,9.71467566577859,84,-435.10136571499197,-434.2848844395007,-437.1362104278122,-435.3899261966559,-432.63021081625084,-434.90851951904233,1.470452997358947
0.037473630905151364,0.007635855185468581,0.43439011573791503,0.018222005628198285,36,1,"{'n_neighbors': 36, 'p': 1}",-403.8851295678325,-395.4296715143026,-387.750281519933,-407.1188151443991,-413.6504930031997,-401.56687814993336,9.063947149821148,35,-389.91148172180334,-390.04331716310304,-391.190708297285,-388.3410862892926,-386.6767104052514,-389.23266077534714,1.5671438423514372
0.03751096725463867,0.007681691065751888,0.5468744754791259,0.04734170046360447,36,2,"{'n_neighbors': 36, 'p': 2}",-447.0588857303726,-447.9183660857743,-435.04870294840634,-458.83674247105836,-462.244421098889,-450.22142366690014,9.636320457210429,85,-436.7523130982299,-436.05833813977125,-439.03345280764637,-436.7319458177124,-434.04010800752553,-436.52323157417703,1.5987044238189194
0.041758251190185544,0.00881965023369878,0.5478419780731201,0.10895735465360885,37,1,"{'n_neighbors': 37, 'p': 1}",-404.87327928596005,-396.5903389485147,-388.3021341697648,-408.28842524393133,-414.46549886928085,-402.5039353034904,9.152211700001738,36,-391.0097163347997,-391.45363550424736,-392.37403922276,-389.78819141722363,-387.8967913965133,-390.5044747751088,1.5469014706234856
