mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.009992551803588868,0.004281952915616097,0.0023314952850341797,0.0014228783487905102,1,1,"{'max_depth': 1, 'min_samples_leaf': 1}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,134,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.007423019409179688,0.00704034952175261,0.0,0.0,1,5,"{'max_depth': 1, 'min_samples_leaf': 5}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,134,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.0067807197570800785,0.00834683346744726,0.0,0.0,1,10,"{'max_depth': 1, 'min_samples_leaf': 10}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,134,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.00937356948852539,0.0076534947957773445,0.0,0.0,1,20,"{'max_depth': 1, 'min_samples_leaf': 20}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,134,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.0031251907348632812,0.0062503814697265625,0.0031239986419677734,0.006247997283935547,1,35,"{'max_depth': 1, 'min_samples_leaf': 35}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,134,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.006235742568969726,0.007637241160483332,0.003123950958251953,0.006247901916503906,1,50,"{'max_depth': 1, 'min_samples_leaf': 50}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,134,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.009713983535766602,0.007955454018305608,0.00040297508239746095,0.0008059501647949219,1,100,"{'max_depth': 1, 'min_samples_leaf': 100}",-1726.0041880884837,-1760.7832762384073,-1701.9095593985921,-1713.9203729881563,-1731.0360784333618,-1726.7306950294,19.793107640740413,134,-1727.778337592346,-1716.6533217106792,-1732.8976766634469,-1731.154463145978,-1724.8991754596784,-1726.6765949144258,5.720003926407018
0.010469007492065429,0.005731956060768328,0.0005999088287353515,0.0007995014234789076,2,1,"{'max_depth': 2, 'min_samples_leaf': 1}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,127,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
0.015624570846557616,3.175176966588305e-06,0.0,0.0,2,5,"{'max_depth': 2, 'min_samples_leaf': 5}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,127,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
0.006248760223388672,0.007653138753381096,0.003126668930053711,0.006253337860107421,2,10,"{'max_depth': 2, 'min_samples_leaf': 10}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,127,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
0.01562662124633789,4.963231205325797e-06,0.0,0.0,2,20,"{'max_depth': 2, 'min_samples_leaf': 20}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,127,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
0.006246232986450195,0.007650042047874081,0.0031262874603271485,0.006252574920654298,2,35,"{'max_depth': 2, 'min_samples_leaf': 35}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,127,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
0.009374380111694336,0.007654150334865149,0.0,0.0,2,50,"{'max_depth': 2, 'min_samples_leaf': 50}",-1041.3771542648915,-1066.4323315552801,-1047.0008220619675,-1029.4600261505318,-1053.1296069028913,-1047.4799881871124,12.274385725046395,127,-1048.331781427351,-1042.8768204630987,-1045.3557027466009,-1051.7255420929478,-1045.9209116380664,-1046.842151673613,2.994947879869028
